cnpj_basico,razao_social,natureza_juridica,porte,situacao_cadastral,cnae_principal,uf,municipio,phone,email,is_bank,is_public,is_inactive,rfb_source,rfb_fetched_at,extracted_at,extracted_by
06974793,CAVALO MARINHO COMBUSTIVEIS PERNAMBUCO LTDA,2062,DEMAIS,02,4681802,PE,JABOATAO DOS GUARARAPES,8131065102,,0,0,0,minhareceita,2026-09-03T23:47:04Z,2026-09-03T23:47:04Z,enrich
06990590,GOOGLE BRASIL INTERNET LTDA.,2062,DEMAIS,02,6319400,SP,SAO PAULO,1123958400,,0,0,0,minhareceita,2026-09-03T23:43:58Z,2026-09-03T23:43:58Z,enrich
07019308,BRITANIA ELETRONICOS S.A.,2054,DEMAIS,02,4649402,SC,JOINVILLE,4132187700,,0,0,0,minhareceita,2026-09-03T23:44:29Z,2026-09-03T23:44:29Z,enrich
07046865,RIVER REFRIGERANTES LTDA,2062,DEMAIS,02,1122401,MA,IMPERATRIZ,9935261061,,0,0,0,minhareceita,2026-09-03T23:45:08Z,2026-09-03T23:45:08Z,enrich
07094272,NOVA TRIGO RESINAS TERMOPLASTICAS LTDA.,2062,DEMAIS,02,4684299,SP,SAO BERNARDO DO CAMPO,1144241553,,0,0,0,minhareceita,2026-09-04T00:06:28Z,2026-09-04T00:06:28Z,enrich
07108742,LIFECOR COMERCIO DE PRODUTOS HOSPITALARES LTDA,2062,DEMAIS,02,4645101,RS,PORTO ALEGRE,5132194026,,0,0,0,minhareceita,2026-09-03T23:41:19Z,2026-09-03T23:41:19Z,enrich
07120505,VERTICE CONSTRUTORA E INCORPORADORA LTDA,2062,DEMAIS,02,4110700,SC,CHAPECO,4933221111,,0,0,0,minhareceita,2026-09-03T23:40:37Z,2026-09-03T23:40:37Z,enrich
07153791,RENTALBRAS LOCACAO DE BENS MOVEIS PARA CONSTRUCAO CIVIL LTDA,2062,DEMAIS,02,7732201,SP,CAMPINAS,1932270373,,0,0,0,minhareceita,2026-09-03T23:42:32Z,2026-09-03T23:42:32Z,enrich
07159913,MULTISAUDE FARMACEUTICA E NUTRICIONAL S/A,2054,DEMAIS,02,2121101,PE,GOIANA,4136795858,,0,0,0,minhareceita,2026-09-03T23:38:54Z,2026-09-03T23:38:54Z,enrich
07174869,FTI CONSULTORIA LTDA,2062,DEMAIS,02,7020400,SP,SAO PAULO,1131507000,,0,0,0,minhareceita,2026-09-03T23:42:49Z,2026-09-03T23:42:49Z,enrich
07175357,TERRA NOVA AGROINDUSTRIA LTDA,2062,DEMAIS,02,1061901,MT,VARZEA GRANDE,6536829494,,0,0,0,minhareceita,2026-09-03T23:39:44Z,2026-09-03T23:39:44Z,enrich
07206989,UZ3 INDUSTRIA TEXTIL LTDA,2062,DEMAIS,02,1412601,SC,INDAIAL,4721232500,,0,0,0,minhareceita,2026-09-03T23:44:12Z,2026-09-03T23:44:12Z,enrich
07207996,BANCO BRADESCO FINANCIAMENTOS S.A.,2054,DEMAIS,02,6422100,SP,OSASCO,1155067717,,1,0,0,minhareceita,2026-09-03T23:37:23Z,2026-09-03T23:37:23Z,enrich
07220874,COMPANHIA DE ALIMENTOS DO NORDESTE CIALNE,2054,DEMAIS,02,155502,CE,FORTALEZA,8534772700,,0,0,0,minhareceita,2026-09-03T23:46:16Z,2026-09-03T23:46:16Z,enrich
07237373,BANCO DO NORDESTE DO BRASIL SA,2038,DEMAIS,02,6422100,CE,FORTALEZA,8532993000,,1,0,0,minhareceita,2026-09-03T23:37:49Z,2026-09-03T23:37:49Z,enrich
07243854,EVERTON FPS INDUSTRIA E COMERCIO DE PECAS LTDA,2062,EMPRESA DE PEQUENO PORTE,02,2869100,SP,COTIA,1135258700,,0,0,0,minhareceita,2026-09-03T23:40:24Z,2026-09-03T23:40:24Z,enrich
07253654,HEDGE INVESTMENTS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2062,DEMAIS,02,6612602,SP,SAO PAULO,1131244100,,1,0,0,minhareceita,2026-09-03T23:45:22Z,2026-09-03T23:45:22Z,enrich
07310843,IKINHA INDUSTRIA TEXTIL LTDA,2062,DEMAIS,02,1330800,RJ,PETROPOLIS,2421039003,,0,0,0,minhareceita,2026-09-03T23:47:12Z,2026-09-03T23:47:12Z,enrich
07358761,GERDAU ACOS LONGOS S.A.,2054,DEMAIS,02,2423702,RJ,RIO DE JANEIRO,1130946600,,0,0,0,minhareceita,2026-09-03T23:38:56Z,2026-09-03T23:38:56Z,enrich
07378783,CERAMICA SERRA AZUL LTDA,2062,DEMAIS,02,2342701,SE,NOSSA SENHORA DO SOCORRO,7932131483,,0,0,0,minhareceita,2026-09-03T23:41:38Z,2026-09-03T23:41:38Z,enrich
07426908,TRUST - IMPORTACAO E EXPORTACAO LTDA,2062,DEMAIS,02,4693100,SC,ITAJAI,4734058300,,0,0,0,minhareceita,2026-09-03T23:40:48Z,2026-09-03T23:40:48Z,enrich
07446039,RM REVESTIMENTOS MONOLITICOS LTDA,2062,DEMAIS,02,2330305,SP,GUARAREMA,1121644300,,0,0,0,minhareceita,2026-09-03T23:44:51Z,2026-09-03T23:44:51Z,enrich
07450604,BANK OF CHINA (BRASIL) BANCO MULTIPLO S/A,2054,DEMAIS,02,6422100,SP,SAO PAULO,1121739000,,1,0,0,minhareceita,2026-09-03T23:36:51Z,2026-09-03T23:36:51Z,enrich
07465648,MRJ COMERCIO DE CONFECCOES LTDA,2062,MICRO EMPRESA,02,1412601,PE,CARUARU,8137191225,,0,0,0,minhareceita,2026-09-03T23:47:01Z,2026-09-03T23:47:01Z,enrich
07478963,ECOPNEUS COMERCIO DE PNEUMATICOS E SERVICOS LTDA,2062,DEMAIS,02,4530702,PA,BARCARENA,,,0,0,0,minhareceita,2026-09-03T23:43:12Z,2026-09-03T23:43:12Z,enrich
07523790,TRC TERMINAL RETROPORTUARIO DE CONTAINERS & LOGISTICA LTDA,2062,DEMAIS,04,4930202,PE,IPOJUCA,8135511557,,0,0,1,minhareceita,2026-09-03T23:43:56Z,2026-09-03T23:43:56Z,enrich
07546521,STA - DISTRIBUIDORA DE ALIMENTOS LTDA,2062,DEMAIS,02,4632002,GO,APARECIDA DE GOIANIA,6232879764,,0,0,0,minhareceita,2026-09-03T23:45:35Z,2026-09-03T23:45:35Z,enrich
07563820,AGROVISP IMPORTADORA EXPORTADORA E SERVICOS LTDA,2062,DEMAIS,02,4689301,SP,SAO PAULO,1155555555,,0,0,0,minhareceita,2026-09-04T00:06:38Z,2026-09-04T00:06:38Z,enrich
07651282,BECK ACOS MANUFATURADOS LTDA,2062,DEMAIS,02,2511000,MG,VESPASIANO,3188966044,,0,0,0,minhareceita,2026-09-03T23:38:29Z,2026-09-03T23:38:29Z,enrich
07666567,MK BR S.A,2054,DEMAIS,02,2759799,BA,CONCEICAO DO JACUIPE,1135814125,,0,0,0,minhareceita,2026-09-03T23:41:25Z,2026-09-03T23:41:25Z,enrich
07671092,TBM - TEXTIL BEZERRA DE MENEZES S/A,2054,DEMAIS,02,1311100,CE,FORTALEZA,8540129140,,0,0,0,minhareceita,2026-09-03T23:41:06Z,2026-09-03T23:41:06Z,enrich
07707650,"SANTANDER SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",2054,DEMAIS,02,6436100,SP,SAO PAULO,1140043535,,1,0,0,minhareceita,2026-09-03T23:44:53Z,2026-09-03T23:44:53Z,enrich
07728073,REDE BRASIL DISTRIBUICAO E LOGISTICA LTDA,2062,DEMAIS,02,8219999,SP,SAO PAULO,1132276438,,0,0,0,minhareceita,2026-09-03T23:45:01Z,2026-09-03T23:45:01Z,enrich
07735144,ADLIPPERT DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,2062,DEMAIS,02,2061400,RS,BOM RETIRO DO SUL,5135926656,,0,0,0,minhareceita,2026-09-03T23:46:11Z,2026-09-03T23:46:11Z,enrich
07746756,PORTOLOG TRANSPORTES LTDA,2062,DEMAIS,02,4930201,SC,ITAJAI,4733440990,,0,0,0,minhareceita,2026-09-03T23:40:47Z,2026-09-03T23:40:47Z,enrich
07752236,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A,2054,DEMAIS,02,4644301,RS,VERA CRUZ,5137187600,,0,0,0,minhareceita,2026-09-03T23:42:11Z,2026-09-03T23:42:11Z,enrich
07777160,DRILLTEC GROSSBOHR UND UMWELTTECHNIK GMBH,2216,DEMAIS,03,8888888,EX,EXTERIOR,000000000000,,0,0,1,minhareceita,2026-09-03T23:38:27Z,2026-09-03T23:38:27Z,enrich
07788670,MAX TERMOPLASTICOS LTDA.,2062,DEMAIS,02,2031200,MG,NOVA SERRANA,3732264990,,0,0,0,minhareceita,2026-09-04T00:06:34Z,2026-09-04T00:06:34Z,enrich
07790530,SH INDUSTRIA TEXTIL LTDA.,2062,DEMAIS,02,1330800,RJ,PETROPOLIS,2421039003,,0,0,0,minhareceita,2026-09-03T23:40:05Z,2026-09-03T23:40:05Z,enrich
07851247,AGROINDUSTRIAL IRMAOS DALLA COSTA S.A,2054,DEMAIS,02,1012101,SP,RANCHARIA,1832656500,,0,0,0,minhareceita,2026-09-03T23:40:47Z,2026-09-03T23:40:47Z,enrich
07863618,TEXDECOR COMERCIO DE DECORACOES LTDA,2062,DEMAIS,02,4641901,SP,SAO PAULO,9999999999,,0,0,0,minhareceita,2026-09-03T23:45:25Z,2026-09-03T23:45:25Z,enrich
07911181,TOTALCLEAN - COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA LTDA,2062,MICRO EMPRESA,02,4649408,RS,PELOTAS,5384020212,,0,0,0,minhareceita,2026-09-03T23:40:28Z,2026-09-03T23:40:28Z,enrich
07941752,MIXTEL DISTRIBUIDORA LTDA FALIDO,2062,DEMAIS,02,4652400,PR,CURITIBA,4130991900,,0,0,0,minhareceita,2026-09-03T23:46:22Z,2026-09-03T23:46:22Z,enrich
07944839,PAMPARAFIA-INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,2062,DEMAIS,02,1323500,RS,PORTO ALEGRE,5132491877,,0,0,0,minhareceita,2026-09-03T23:39:10Z,2026-09-03T23:39:10Z,enrich
07954091,MERCK SHARP & DOHME SAUDE ANIMAL LTDA,2062,DEMAIS,02,2122000,SP,CRUZEIRO,1151897700,,0,0,0,minhareceita,2026-09-03T23:40:40Z,2026-09-03T23:40:40Z,enrich
07976147,MOVIDA LOCACAO DE VEICULOS S.A.,2054,DEMAIS,02,7711000,SP,SAO PAULO,1123777000,,0,0,0,minhareceita,2026-09-03T23:44:57Z,2026-09-03T23:44:57Z,enrich
08047566,ANTONIO MIACHON PALHARES,4120,DEMAIS,02,131800,SP,PIRASSUNUNGA,1935627553,,0,0,0,minhareceita,2026-09-03T23:47:08Z,2026-09-03T23:47:08Z,enrich
08048078,CCP - INDUSTRIA E COMERCIO DE COMPOSTOS DE PVC LTDA,2062,DEMAIS,02,2031200,SC,ARAQUARI,4734474800,,0,0,0,minhareceita,2026-09-04T00:06:24Z,2026-09-04T00:06:24Z,enrich
08057194,TITO LIVIO CORREA,2135,DEMAIS,04,4399102,RJ,RIO DE JANEIRO,,,0,0,1,minhareceita,2026-09-03T23:38:22Z,2026-09-03T23:38:22Z,enrich
08078241,CAMPO BOM INSUMOS AGRICOLAS LTDA,2062,DEMAIS,02,4683400,GO,JATAI,6436362178,,0,0,0,minhareceita,2026-09-03T23:40:10Z,2026-09-03T23:40:10Z,enrich
08188564,BRAVO PRODUTOS QUIMICOS E REPRESENTACOES LTDA,2062,EMPRESA DE PEQUENO PORTE,02,2099199,RS,NOVO HAMBURGO,5136351080,,0,0,0,minhareceita,2026-09-03T23:46:06Z,2026-09-03T23:46:06Z,enrich
08215002,"MAYA, PADILHA E DUARTE PINTO ADVOGADOS ASSOCIADOS",2232,MICRO EMPRESA,02,6911701,AL,MACEIO,8232212990,,0,0,0,minhareceita,2026-09-03T23:44:47Z,2026-09-03T23:44:47Z,enrich
08226396,CG LOCACAO DE GUINDASTES LTDA.,2062,DEMAIS,02,7732201,SP,SAO PAULO,1169163000,,0,0,0,minhareceita,2026-09-03T23:40:06Z,2026-09-03T23:40:06Z,enrich
08228146,PARVI LOCADORA S.A,2054,DEMAIS,02,7711000,PE,RECIFE,8132566100,,0,0,0,minhareceita,2026-09-03T23:42:39Z,2026-09-03T23:42:39Z,enrich
08259544,TOPICO LOCACOES DE GALPOES E EQUIPAMENTOS PARA INDUSTRIAS S.A,2046,DEMAIS,02,7739003,SP,EMBU DAS ARTES,1147851200,,0,0,0,minhareceita,2026-09-04T00:06:23Z,2026-09-04T00:06:23Z,enrich
08285103,ALTO DA BARRA DE SAO MIGUEL EMPREENDIMENTO IMOBILIARIO SPE LTDA,2062,DEMAIS,02,4120400,AL,MACEIO,8230239700,,0,0,0,minhareceita,2026-09-03T23:46:33Z,2026-09-03T23:46:33Z,enrich
08307549,"ALTOMAX COMERCIO DE MEIAS E COBERTORES, IMPORTACAO E EXPORTACAO LTDA",2062,DEMAIS,02,4641902,PR,FOZ DO IGUACU,4535745322,,0,0,0,minhareceita,2026-09-03T23:41:18Z,2026-09-03T23:41:18Z,enrich
08336783,CELESC DISTRIBUICAO S.A,2038,DEMAIS,02,3514000,SC,FLORIANOPOLIS,4832315000,,0,0,0,minhareceita,2026-09-03T23:45:00Z,2026-09-03T23:45:00Z,enrich
08395185,USINA AURORA ACUCAR E ALCOOL LTDA,2062,DEMAIS,02,1931400,MS,CAMPO GRANDE,6734451305,,0,0,0,minhareceita,2026-09-03T23:46:58Z,2026-09-03T23:46:58Z,enrich
08439087,CAEL ATACADO LTDA,2062,DEMAIS,02,4649499,PE,CARUARU,8137225599,,0,0,0,minhareceita,2026-09-03T23:41:08Z,2026-09-03T23:41:08Z,enrich
08450794,PEDRA DA MATA EMPREENDIMENTOS IMOBILIARIOS LTDA - FALIDO,2062,DEMAIS,04,4399199,SP,CAMPINAS,1937874800,,0,0,1,minhareceita,2026-09-03T23:39:16Z,2026-09-03T23:39:16Z,enrich
08464282,WAL CONSULTORIA AERONAUTICA LTDA,2240,DEMAIS,02,7490199,MG,BELO HORIZONTE,3125364813,,0,0,0,minhareceita,2026-09-03T23:44:19Z,2026-09-03T23:44:19Z,enrich
08467115,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE-D,2046,DEMAIS,02,3514000,RS,PORTO ALEGRE,9832178000,,0,0,0,minhareceita,2026-09-03T23:36:54Z,2026-09-03T23:36:54Z,enrich
08509682,NAZCA DISTRIBUIDORA DE COSMETICOS LTDA,2062,DEMAIS,02,4646001,SP,DIADEMA,1140616000,,0,0,0,minhareceita,2026-09-03T23:39:29Z,2026-09-03T23:39:29Z,enrich
08516950,EMPRESA DE TERMOPLASTICOS DO NORDESTE ETENO LTDA,2062,DEMAIS,02,2031200,PE,RECIFE,8133422323,,0,0,0,minhareceita,2026-09-04T00:06:27Z,2026-09-04T00:06:27Z,enrich
08529013,POROS ENGENHARIA LTDA,2062,DEMAIS,08,7112000,SP,CAMPINAS,1932510591,,0,0,1,minhareceita,2026-09-03T23:37:39Z,2026-09-03T23:37:39Z,enrich
08578161,"ENGASTE PROJETOS, CONSTRUCOES E INCORPORACOES LTDA",2062,EMPRESA DE PEQUENO PORTE,02,7112000,SC,CONCORDIA,4934259203,,0,0,0,minhareceita,2026-09-03T23:42:14Z,2026-09-03T23:42:14Z,enrich
08582585,SUPRA EMBALAGENS LTDA,2062,DEMAIS,02,2222600,PR,GUARAPUAVA,4236277722,,0,0,0,minhareceita,2026-09-03T23:40:35Z,2026-09-03T23:40:35Z,enrich
08584931,RADICAL STYLE INDUSTRIA E COMERCIO DE CONFECCOES LTDA,2062,DEMAIS,02,1412601,SC,TIJUCAS,4733551000,,0,0,0,minhareceita,2026-09-03T23:44:15Z,2026-09-03T23:44:15Z,enrich
08627082,DANTAS CONFECCOES E COMERCIO LTDA - EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,4781400,PE,RECIFE,8134198550,,0,0,0,minhareceita,2026-09-03T23:43:03Z,2026-09-03T23:43:03Z,enrich
08670431,TOTAL LIGHT EX BR DO BRASIL INDUSTRIA DE COMPONENTES ELETRO-MECANICOS LTDA,2062,DEMAIS,02,2740602,RJ,CAMPOS DOS GOYTACAZES,2126870950,,0,0,0,minhareceita,2026-09-03T23:45:55Z,2026-09-03T23:45:55Z,enrich
08718921,T & T COMERCIO E REPRESENTACAO LTDA,2062,DEMAIS,02,4930202,GO,APARECIDA DE GOIANIA,6232596518,,0,0,0,minhareceita,2026-09-03T23:44:12Z,2026-09-03T23:44:12Z,enrich
08725154,WAM-MED DISTRIBUIDORA DE MEDICAMENTOS LTDA,2062,DEMAIS,02,4644301,RS,ENCANTADO,5137514180,,0,0,0,minhareceita,2026-09-03T23:47:18Z,2026-09-03T23:47:18Z,enrich
08767736,DELTA NAVEGACAO E SERVICOS LTDA.,2062,DEMAIS,02,7719501,SP,PRESIDENTE EPITACIO,1832811036,,0,0,0,minhareceita,2026-09-03T23:46:29Z,2026-09-03T23:46:29Z,enrich
08785522,DIVINA INDUSTRIA DE COURO LTDA - EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,1531901,PE,FLORESTA,8194113643,,0,0,0,minhareceita,2026-09-03T23:37:50Z,2026-09-03T23:37:50Z,enrich
08810422,GUARARAPES PAINEIS S/A,2054,DEMAIS,02,1621800,SC,CACADOR,4130991414,,0,0,0,minhareceita,2026-09-03T23:43:48Z,2026-09-03T23:43:48Z,enrich
08829450,"FRIOCENTER PESCADOS INDUSTRIA E COMERCIO, IMPORTACAO E EXPORTACAO LTDA - EM RECUPERACAO JUDICIAL",2062,DEMAIS,02,1020102,GO,APARECIDA DE GOIANIA,6232363300,,0,0,0,minhareceita,2026-09-03T23:46:13Z,2026-09-03T23:46:13Z,enrich
08862530,TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.,2062,DEMAIS,02,2223400,SC,JOINVILLE,4734415172,,0,0,0,minhareceita,2026-09-03T23:44:55Z,2026-09-03T23:44:55Z,enrich
08886407,MINERAX - MINERACAO XAMBIOA LTDA,2062,DEMAIS,02,810004,TO,XAMBIOA,6334158500,,0,0,0,minhareceita,2026-09-03T23:39:32Z,2026-09-03T23:39:32Z,enrich
08888040,CP COMERCIAL S/A,2054,DEMAIS,02,4530702,SC,ITAJAI,4730462550,,0,0,0,minhareceita,2026-09-03T23:47:02Z,2026-09-03T23:47:02Z,enrich
08928243,DAX MERCANTIL SECURITIZADORA S/A,2054,DEMAIS,02,6492100,SC,JARAGUA DO SUL,4784236458,,1,0,0,minhareceita,2026-09-03T23:40:42Z,2026-09-03T23:40:42Z,enrich
08934225,VENTISOL NORDESTE INDUSTRIA E COMERCIO DE VENTILADORES LTDA,2062,DEMAIS,02,2759799,PE,VITORIA DE SANTO ANTAO,8135231169,,0,0,0,minhareceita,2026-09-03T23:42:34Z,2026-09-03T23:42:34Z,enrich
08953848,CONFECCOES TENDENZA LTDA,2062,DEMAIS,02,1412601,SP,LINDOIA,1938989266,,0,0,0,minhareceita,2026-09-03T23:40:44Z,2026-09-03T23:40:44Z,enrich
08981590,OGAN SERVICOS ADMINISTRATIVOS LTDA,2062,DEMAIS,02,8211300,SP,SAO BERNARDO DO CAMPO,1150617968,,0,0,0,minhareceita,2026-09-04T00:06:29Z,2026-09-04T00:06:29Z,enrich
08992890,MAXLIFT LOCADORA DE EQUIPAMENTOS LTDA.,2062,DEMAIS,02,7739099,SP,SAO PAULO,1141914480,,0,0,0,minhareceita,2026-09-03T23:38:01Z,2026-09-03T23:38:01Z,enrich
09036221,"DC COMERCIO, REPRESENTACOES, INVESTIMENTOS E PARTICIPACOES LTDA.",2062,DEMAIS,02,6810202,PE,RECIFE,8130328400,,0,0,0,minhareceita,2026-09-03T23:37:12Z,2026-09-03T23:37:12Z,enrich
09056763,SIND EMP ENT CULT RECR ASSIS SOC ORIEN FORM PROF EST PE,3131,DEMAIS,02,9420100,PE,RECIFE,,,0,0,0,minhareceita,2026-09-03T23:46:04Z,2026-09-03T23:46:04Z,enrich
09123654,COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,2038,DEMAIS,02,3600601,PB,JOAO PESSOA,8332181200,,0,0,0,minhareceita,2026-09-03T23:37:45Z,2026-09-03T23:37:45Z,enrich
09135789,BARITECH BRASIL REVESTIMENTOS LTDA,2062,DEMAIS,04,4330405,SP,SANTO ANDRE,1144226788,,0,0,1,minhareceita,2026-09-03T23:37:01Z,2026-09-03T23:37:01Z,enrich
09220921,NOVA PIRAMIDAL THERMOPLASTICS LTDA,2062,DEMAIS,02,4684201,SP,SAO PAULO,1132252400,,0,0,0,minhareceita,2026-09-03T23:46:27Z,2026-09-03T23:46:27Z,enrich
09236766,JOAO DE DEUS TRANSPORTES E COMERCIO LTDA,2062,MICRO EMPRESA,02,4930201,MG,BELO HORIZONTE,3134173964,,0,0,0,minhareceita,2026-09-03T23:41:20Z,2026-09-03T23:41:20Z,enrich
09260643,RECORD PARTICIPACOES LTDA,2062,DEMAIS,02,4110700,AL,MACEIO,8231776500,,0,0,0,minhareceita,2026-09-03T23:44:05Z,2026-09-03T23:44:05Z,enrich
09263012,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS NPL I,2224,DEMAIS,08,6470101,SP,SAO PAULO,1138421122,,1,0,1,minhareceita,2026-09-03T23:42:02Z,2026-09-03T23:42:02Z,enrich
09301100,BNC - BIBE CONSULTORIA LTDA,2062,DEMAIS,08,4399199,SP,PAULINIA,1938742437,,0,0,1,minhareceita,2026-09-03T23:42:44Z,2026-09-03T23:42:44Z,enrich
09357838,MIOLO WINE GROUP VITIVINICULTURA S.A.,2054,DEMAIS,02,1112700,RS,BENTO GONCALVES,5421021500,,0,0,0,minhareceita,2026-09-03T23:44:42Z,2026-09-03T23:44:42Z,enrich
09373468,USINA DE VENDAS SOLUCOES COMERCIAIS EM DISTRIBUICAO LTDA EM RECUPERACAO JUDICIAL,2062,DEMAIS,02,4652400,SP,SAO PAULO,1141790001,,0,0,0,minhareceita,2026-09-03T23:44:02Z,2026-09-03T23:44:02Z,enrich
09402999,TABLEROS IND. E COM. DE PAINEIS LTDA,2062,DEMAIS,02,1621800,PR,PALMAS,4632638500,,0,0,0,minhareceita,2026-09-03T23:37:07Z,2026-09-03T23:37:07Z,enrich
09422727,GALVANI ENGENHARIA E PARTICIPACOES LTDA,2062,DEMAIS,02,4213800,SP,PAULINIA,1938449900,,0,0,0,minhareceita,2026-09-03T23:38:02Z,2026-09-03T23:38:02Z,enrich
09454490,LOTEX TEXTIL LTDA,2062,MICRO EMPRESA,02,1359600,SC,JARAGUA DO SUL,4730550027,,0,0,0,minhareceita,2026-09-03T23:41:20Z,2026-09-03T23:41:20Z,enrich
09454803,CONSTRUMARTHI CONSTRUTORA LIMITADA,2062,MICRO EMPRESA,08,4120400,MG,CORONEL FABRICIANO,3138411881,,0,0,1,minhareceita,2026-09-03T23:44:00Z,2026-09-03T23:44:00Z,enrich
09483773,FOKUS GOIAS DISTRIBUICAO E LOGISTICA LTDA,2062,DEMAIS,02,4639701,GO,APARECIDA DE GOIANIA,6232193000,,0,0,0,minhareceita,2026-09-03T23:45:21Z,2026-09-03T23:45:21Z,enrich
09536120,SEMPRE AGTECH LTDA,2062,DEMAIS,02,141501,SC,CHAPECO,4934418200,,0,0,0,minhareceita,2026-09-03T23:38:20Z,2026-09-03T23:38:20Z,enrich
09576849,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE CERES E RIALMA LTDA,2143,DEMAIS,02,6424703,GO,CERES,6284214097,,1,0,0,minhareceita,2026-09-03T23:41:10Z,2026-09-03T23:41:10Z,enrich
09665178,MULTIPLAX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,2062,DEMAIS,02,4684201,CE,FORTALEZA,8532262437,,0,0,0,minhareceita,2026-09-04T00:06:40Z,2026-09-04T00:06:40Z,enrich
10159120,INDUSTRIA E COMERCIO DE FARINHA JAGUA LTDA.,2062,DEMAIS,02,1066000,PR,JAGUAPITA,4332728038,,0,0,0,minhareceita,2026-09-03T23:42:15Z,2026-09-03T23:42:15Z,enrich
10212986,ICONE SC COMERCIAL IMPORTADORA E EXPORTADORA LTDA,2062,DEMAIS,02,4642701,SC,POMERODE,4733873236,,0,0,0,minhareceita,2026-09-03T23:45:32Z,2026-09-03T23:45:32Z,enrich
10249419,CARGILL BIOENERGIA LTDA.,2062,DEMAIS,02,6462000,SP,SAO PAULO,6499999415,,1,0,0,minhareceita,2026-09-03T23:37:40Z,2026-09-03T23:37:40Z,enrich
10264586,2B ADMINISTRACAO E NEGOCIOS LTDA,2062,DEMAIS,04,7490104,SP,SAO PAULO,1131060800,,0,0,1,minhareceita,2026-09-03T23:41:48Z,2026-09-03T23:41:48Z,enrich
10288920,CAIRU INDUSTRIA DE BICICLETAS LTDA,2062,DEMAIS,02,3092000,RO,PIMENTA BUENO,6934510500,,0,0,0,minhareceita,2026-09-03T23:40:13Z,2026-09-03T23:40:13Z,enrich
10320422,COMERCIAL FERRONORTE LTDA,2062,DEMAIS,02,4744001,PI,TERESINA,8632151869,,0,0,0,minhareceita,2026-09-03T23:46:14Z,2026-09-03T23:46:14Z,enrich
10345462,OMRON HEALTHCARE BRASIL COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICOS LTDA,2062,DEMAIS,02,4664800,SP,SAO PAULO,1131493046,,0,0,0,minhareceita,2026-09-03T23:39:16Z,2026-09-03T23:39:16Z,enrich
10394384,MMB SPORTS PARTICIPACOES LTDA,2240,MICRO EMPRESA,02,7319099,RJ,RIO DE JANEIRO,2197118264,,0,0,0,minhareceita,2026-09-03T23:40:12Z,2026-09-03T23:40:12Z,enrich
10409614,ALTA - AMERICA LATINA TECNOLOGIA AGRICOLA LTDA.,2062,DEMAIS,02,4683400,PR,CURITIBA,4130719000,,0,0,0,minhareceita,2026-09-03T23:40:59Z,2026-09-03T23:40:59Z,enrich
10424098,INDUSTRIA DE CONFECCOES K-DU LTDA,2062,DEMAIS,02,1412601,PR,SANTO ANTONIO DO SUDOESTE,4635631792,,0,0,0,minhareceita,2026-09-03T23:39:38Z,2026-09-03T23:39:38Z,enrich
10431349,GBF NEGOCIOS IMOBILIARIOS LTDA,2062,DEMAIS,02,6810201,MT,CUIABA,6536458000,,0,0,0,minhareceita,2026-09-03T23:41:04Z,2026-09-03T23:41:04Z,enrich
10485559,TRITEX INDUSTRIA TEXTIL LTDA,2062,DEMAIS,04,1311100,SE,NOSSA SENHORA DO SOCORRO,7981075860,,0,0,1,minhareceita,2026-09-03T23:45:50Z,2026-09-03T23:45:50Z,enrich
10505803,LOROTTI EMPREENDIMENTOS IMOBILIARIOS LTDA,2062,DEMAIS,02,4120400,DF,BRASILIA,6133664288,,0,0,0,minhareceita,2026-09-03T23:37:51Z,2026-09-03T23:37:51Z,enrich
10509915,MINERACAO AURORA LTDA,2062,DEMAIS,02,810099,PE,JABOATAO DOS GUARARAPES,8139724964,,0,0,0,minhareceita,2026-09-03T23:37:17Z,2026-09-03T23:37:17Z,enrich
10543501,VLS VIACAO LITORAL SUL LTDA,2062,DEMAIS,02,4921301,SE,ESTANCIA,7935221751,,0,0,0,minhareceita,2026-09-03T23:45:09Z,2026-09-03T23:45:09Z,enrich
10588595,SANOFI MEDLEY FARMACEUTICA LTDA,2062,DEMAIS,08,2121101,SP,ITAPEVI,1137596138,,0,0,1,minhareceita,2026-09-03T23:37:58Z,2026-09-03T23:37:58Z,enrich
