case_number,debtor_name,debtor_cnpj,cnpj_source,name_match,razao_social,situacao,situacao_desc,porte,capital_social,uf,municipio,cnae_desc,rfb_source,band,band_reasons,plan_status,stage,filing_year,last_movement,updated_at,display_name,display_source,verified_name,verified_cnpj,group_members,administrator,proceeding,verified_confidence,verified_evidence,verified_at
0029198-39.2025.8.16.0017,Marques Administrações Judiciais,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-06-22,2026-09-04T16:58:31Z,,,,,,,,,,
0029772-63.2026.8.17.2001,e Falência,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-07-31,2026-09-04T16:58:31Z,,,,,,,,,,
0030621-63.2011.8.02.0001,"não fora aprovado pelos credores Banco do Brasil, Itaú Unibanco e Ingram Micro Brasil Ltda",,,,,,,,,,,,,C,"15y since filing, no plan document",UNKNOWN,,2011,,2026-09-04T16:58:31Z,"não fora aprovado pelos credores Banco do Brasil, Itaú Unibanco e Ingram Micro Brasil Ltda",hint,,,,,,,,
0031120-52.2024.8.16.0017,"supramencionado, nos autos principais da presente Recuperação Judicia",33286454000120,doc:9c6ed1c6 score=2,0.45,AGROFORTE AGROPECUARIA LTDA EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-06-29,2026-09-04T16:58:31Z,Agroforte Agropecuaria Ltda,pdf-read,Agroforte Agropecuaria Ltda,33286454000120,[],CARVALHO FRATTA ADVOGADOS (Higor de Carvalho Fratta),RJ,0.97,p.1 (9c6ed1c6): 'AUTOS: 0031120-52.2024.8.16.0017 / JUÍZO: 3ª VARA CÍVEL E EMPRESARIAL REGIONAL DE MARINGÁ - PR / CLASSE: RECUPERAÇÃO JUDICIAL / RECUPERANDA: Agroforte Agropecuaria Ltda (Cnpj N. 33.286.454/0001-20)',2026-09-04T16:58:30Z
0032030-18.2015.8.17.0001,e Falência,,,,,,,,,,,,,C,"11y since filing, no plan document",UNKNOWN,,2015,,2026-09-04T16:58:31Z,GERALDO ARAUJO TECIDOS LTDA,hint,,,,,,,,
0032731-52.2010.8.17.0001,E FALENCIA,01356809000113,reader,0.8,COPA FRUIT IMPORTACAO E EXPORTACAO S.A - FALIDO,04,INAPTA,DEMAIS,,PE,RECIFE,Cultivo de uva,minhareceita,D,document is a falência (bankruptcy) list,UNKNOWN,,2010,,2026-09-04T16:58:31Z,COPA FRUIT IMPORTAÇÃO E EXPORTAÇÃO S.A,pdf-read,COPA FRUIT IMPORTAÇÃO E EXPORTAÇÃO S.A,01356809000113,[],"DILIGENCE ADMINISTRAÇÃO EM RECUPERAÇÃO JUDICIAL E FALÊNCIA LTDA. - EPP (sócios Marcelo Paes Barreto de Almeida, OAB/PE 27.897, e Paulo Roberto de Souza Junior, OAB/PE 30.472)",FALENCIA,0.95,p10 (9f9b3214): 'PROCESSO DE FALÊNCIA DA COPA FRUIT IMPORTAÇÃO E EXPORTAÇÃO S.A / PROCESSO Nº 0032731-52.2010.8.17.0001 / TOTAL DE CREDORES 26 / QUADRO RESUMO'; p6 (0ecae0da): 'nos autos da falência da COPA FRUIT IMPORTAÇÃO E EXPORTAÇÃO S.A - CNPJ: 01.356.809/0001-13',2026-09-04T16:58:30Z
0033222-82.2003.8.07.0001,Insolvência Civil de Augusto Cesar Zuqui Lisboa – VTL,,,,,,,,,,,,,C,"23y since filing, no plan document",UNKNOWN,,2003,,2026-09-04T16:58:31Z,Insolvência Civil de Augusto Cesar Zuqui Lisboa,hint,,,,,,,,
0033736-15.2023.8.16.0185,EQUIP SEG INTELIGÊNCIA EM SEGURANÇA LTDA – FALÊNCIA – Brazilio Bacellar Shirai Advogados,,,,,,,,,,,,,D,document is a falência (bankruptcy) list,UNKNOWN,,2023,,2026-09-04T16:58:31Z,EQUIP SEG INTELIGÊNCIA EM SEGURANÇA LTDA. E EQUIP SEG SERVIÇOS ESPECIALIZADOS LTDA.,pdf-read,EQUIP SEG INTELIGÊNCIA EM SEGURANÇA LTDA. E EQUIP SEG SERVIÇOS ESPECIALIZADOS LTDA.,,"[""EQUIP SEG INTELIGÊNCIA EM SEGURANÇA LTDA."", ""EQUIP SEG SERVIÇOS ESPECIALIZADOS LTDA.""]","Brazilio Bacellar, Shirai Advogados (CNPJ 04.510.577/0001-02)",FALENCIA,0.97,p.1: 'EDITAL DE PUBLICAÇÃO DA RELAÇÃO DE CREDORES (§ 2.º DO ART. 7.º DA LEI n.º 11.101/2005) APRESENTADA PELA ADMINISTRADORA JUDICIAL NOS AUTOS DE FALÊNCIA DE EQUIP SEG INTELIGÊNCIA EM SEGURANÇA LTDA. E EQUIP SEG SERVIÇOS ESPECIALIZADOS LTDA.' ... 'nos autos de Falência n.º 0033736-15.2023.8.16.0185',2026-09-04T16:58:30Z
0034139-97.2015.8.10.0001,EMPRESA,06944437000160,doc:4fb47288 score=2,0.19512195121951223,ROQUE MATERIAIS DE CONSTRUCAO LTDA,,,,,,,,NAME_MISMATCH,C,"11y since filing, no plan document",UNKNOWN,,2015,,2026-09-04T16:58:31Z,Roque Materiais para Construção,hint,,,,,,,,
0034582-54.1995.8.17.0001,Falência de Usina Catende  — Lindoso e Araujo,,,,,,,,,,,,,C,"31y since filing, no plan document",UNKNOWN,,1995,,2026-09-04T16:58:31Z,Usina Catende,hint,,,,,,,,
0034714-90.2016.8.17.2001,AMÉRICA COMBUSTÍVEIS LTDA,,,,,,,,,,,,,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,AMÉRICA COMBUSTÍVEIS LTDA,hint,,,,,,,,
0034729-42.2021.8.16.0019,VISÃO ASSESSORIA CONTÁBIL SC LTDA – Falência – Brazilio Bacellar Shirai Advogados,,,,,,,,,,,,,C,"5y since filing, no plan document",UNKNOWN,,2021,,2026-09-04T16:58:31Z,VISÃO ASSESSORIA CONTÁBIL SC LTDA,hint,,,,,,,,
0035171-19.2017.8.26.0100,EIT Engenharia S/A,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,EIT Engenharia S/A,hint,,,,,,,,
0035526-54.2024.8.17.2001,IMPERIO ATACADISTA DE ESTIVAS E CEREAIS LTDA E OUTRAS - Vivante Gestão e Administração Judicial,,,,,,,,,,,,,D,falência decreed,ESTIMATED,CONVERTED_TO_BANKRUPTCY,2024,2026-07-31,2026-09-04T16:58:31Z,IMPERIO ATACADISTA DE ESTIVAS E CEREAIS LTDA E OUTRAS,hint,,,,,,,,
0037082-72.2016.8.17.2001,SERVOP COMÉRCIO LTDA,15690552000146,doc:a12d198c score=3,0.7096774193548387,MASSA FALIDA DE SERVOP COMERCIO LTDA,04,INAPTA,EMPRESA DE PEQUENO PORTE,300000,PE,RECIFE,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",minhareceita,D,debtor not ATIVA at RFB (04),UNKNOWN,,2016,,2026-09-04T16:58:31Z,MASSA FALIDA DE SERVOP COMERCIO LTDA,rfb,,,,,,,,
0037411-27.2022.8.16.0021,Marques Administrações Judiciais,04929130000164,reader,1.0,CARAVAGGIO CONSTRUTORA LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,12000000,PR,CASCAVEL,Obras de terraplenagem,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-06-29,2026-09-04T16:58:31Z,CARAVAGGIO CONSTRUTORA LTDA,pdf-read,CARAVAGGIO CONSTRUTORA LTDA,04929130000164,[],Marques Administrações Judiciais (lists digitally signed by Marcio Roberto Marques; edital refers to 'ADMINISTRADORA JUDICIAL' without naming the firm),RJ,0.95,"6dc26e24 p.1: 'RELAÇÃO GERAL DE CREDORES / Nome / Razão Social ... CPF / CNPJ 04.929.130/0001-64 / CARAVAGGIO CONSTRUTORA LTDA / Mês de Competência: 17/11/2022 / RELAÇÃO DA AJ (art. 7º, § 2º, LRF)' (footer: PROJUDI - Processo: 0037411-27.2022.8.16.0021 - mov. 216.2, 23/03/2023)",2026-09-04T16:58:30Z
0041309-42.2014.8.08.0024,HOSPITAL SA,,,,,,,,,,,,,C,"12y since filing, no plan document",UNKNOWN,,2014,,2026-09-04T16:58:31Z,HOSPITAL SANTA MÔNICA LTDA,pdf-read,HOSPITAL SANTA MÔNICA LTDA,,[],"Ricardo Biancardi Fernandes – Sociedade Individual de Advocacia (Ricardo Biancardi Augusto Fernandes, OAB/ES 19.533), CNPJ 30.804.791/0001-73",RJ,0.95,"p.1: '1ª EDITAL DE CREDORES - PRAZO DE 15 DIAS / ART. 52 §1º, Lei 11.101/2005 / PROCESSO 5048671-58.2024.8.08.0024 / Recuperação Judicial de ""HOSPITAL SANTA MÔNICA LTDA"" ... DEFERIDO O PROCESSAMENTO DA RECUPERAÇÃO JUDICIAL do HOSPITAL SANTA MÔNICA LTDA ... CNPJ/MF sob o n. 29.985.0009/0001-80'; p.2: 'RELAÇÃO DE CREDORES APRESENTADA PELA RECUPERANDA'",2026-09-04T16:58:30Z
0041329-20.2011.8.21.0010,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,C,"15y since filing, no plan document",UNKNOWN,,2011,,2026-09-04T16:58:31Z,,,,,,,,,,
0042540-21.2012.8.21.0022,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,C,"14y since filing, no plan document",UNKNOWN,,2012,,2026-09-04T16:58:31Z,,,,,,,,,,
0043030-30.2025.8.16.0021,nº E para que chegue ao conhecimento de todos e ninguém possa,29448809000162,reader,0.7307692307692308,B1 COMERCIO DE MANUFATURADOS LTDA. - EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,230000,PR,BOM JESUS DO SUL,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-06-30,2026-09-04T16:58:31Z,B1 COMÉRCIO DE MANUFATURADOS LTDA,pdf-read,B1 COMÉRCIO DE MANUFATURADOS LTDA,29448809000162,[],Marques Administrações Judiciais (list digitally signed by Marcio Roberto Marques; edital refers to 'ADMINISTRADORA JUDICIAL' without naming the firm),RJ,0.95,"53122b3c p.1: 'RELAÇÃO GERAL DE CREDORES / Nome / Razão Social: B1 COMÉRCIO DE MANUFATURADOS LTDA / CNPJ: 29.448.809/0001-62 / Mês de Competência: 09/2025 / RELAÇÃO DA AJ (art. 7°, § 2°, LRF)' (footer: PROJUDI - Processo: 0043030-30.2025.8.16.0021 - mov. 130.2, 17/12/2025)",2026-09-04T16:58:30Z
0044705-47.2014.8.17.0001,E FALENCIA,,,,,,,,,,,,,C,"12y since filing, no plan document",UNKNOWN,,2014,,2026-09-04T16:58:31Z,GRUPO CANAL,hint,,,,,,,,
0044747-14.2024.8.16.0021,Marques Administrações Judiciais,57650709000150,reader,0.7,A R DE A GOMIERO ATIVIDADE RURAL EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,20000,PR,ALTO PARAISO,Criação de bovinos para corte,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-06-24,2026-09-04T16:58:31Z,Grupo Gomiero,pdf-read,Grupo Gomiero,57650709000150,"[""A. R. DE A. GOMIERO ATIVIDADE RURAL"", ""MAURÍCIO B. GOMIERO ATIVIDADE RURAL"", ""M.B. GOMIERO ATIVIDADE RURAL""]",MARQUES ADMINISTRAÇÕES JUDICIAIS (Marcio Roberto Marques),RJ,0.96,"[9ab32db8 p.1] 'RECUPERAÇÃO JUDICIAL - A. R. DE A. GOMIERO ATIVIDADE RURAL (CNPJ Nº 57.650.709/0001-50), MAURÍCIO B. GOMIERO ATIVIDADE RURAL (CNPJ Nº 57.304.044/0001-22) e M.B. GOMIERO ATIVIDADE RURAL (CNPJ Nº 56.544.239/0001-87) - GRUPO GOMEIRO'; [739e2939 p.1] 'RELAÇÃO GERAL DE CREDORES … A R DE A GOMIERO ATIVIDADE RURAL … RELAÇÃO DA AJ (art. 7°, § 2°, LRF)'",2026-09-04T16:58:30Z
0047010-37.2020.8.19.0001,SOCIEDADES UNIÃO DE LOJAS LEADER S/A,,,,,,,,,,,,,C,"6y since filing, no plan document",UNKNOWN,,2020,,2026-09-04T16:58:31Z,SOCIEDADES UNIÃO DE LOJAS LEADER S/A,hint,,,,,,,,
0049768-73.2018.8.21.0010,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,,,,,,,,,,
0051989-19.2008.8.17.0001,GERALDO ARAÚJO TECIDOS LTDA,08172306000137,doc:b0a6e8c2 score=3,0.9629629629629629,GERALDO ARAUJO TECIDOS LTDA,02,ATIVA,DEMAIS,10000000,PE,RECIFE,Comércio atacadista de tecidos,minhareceita,C,"18y since filing, no plan document",UNKNOWN,,2008,,2026-09-04T16:58:31Z,GERALDO ARAUJO TECIDOS LTDA,rfb,,,,,,,,
0054275-84.2008.8.02.0001,MONTEC MONTAGEM TÉCNICA LTDA,,,,,,,,,,,,,C,"18y since filing, no plan document",UNKNOWN,,2008,,2026-09-04T16:58:31Z,MONTEC MONTAGEM TÉCNICA LTDA,hint,,,,,,,,
0054509-78.1997.8.19.0001,Banco Atlantis – 0054509-78.1997.8.19.0001 – INOVA,,,,,,,,,,,,,C,"29y since filing, no plan document",UNKNOWN,,1997,,2026-09-04T16:58:31Z,Banco Atlantis,hint,,,,,,,,
0055090-53.2021.8.19.0001,Cimento Tupi – Processo nº 0012239‐96.2021.8.19.0001 – e-mail: admjudtupi@inova-aj.com.br – INOVA,,,,,,,,,,,,,C,"5y since filing, no plan document",UNKNOWN,,2021,,2026-09-04T16:58:31Z,Cimento Tupi,hint,,,,,,,,
0062771-12.2013.8.17.0001,que foi convertida em Falência,,,,,,,,,,,,,C,"13y since filing, no plan document",UNKNOWN,,2013,,2026-09-04T16:58:31Z,ALIMENTAÇÃO PERFEITA DO NORDESTE LTDA,hint,,,,,,,,
0064535-08.2017.8.17.2001,LINDOSO E ARAUJO CONSULTORIA EMPRESA,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,Comercial Mercantil de Cimentos Eireli,hint,,,,,,,,
0065015-78.2020.8.17.2001,apresentado por COMERCIA,08064847000141,doc:95ef34f1 score=2,0.38095238095238093,COMERCIAL MERCANTIL DE CIMENTOS EM RECUPERACAO JUDICIAL LTDA,,,,,,,,NAME_MISMATCH,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-07-20,2026-09-04T16:58:31Z,COMERCIAL MERCANTIL DE CIMENTOS EM RECUPERACAO JUDICIAL LTDA,rfb,,,,,,,,
0067168-21.2019.8.17.2001,E FALENCIA,03382783000103,doc:0b5e48a7 score=2,0.23728813559322035,BETONPOXI ENGENHARIA LTDA EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,BETONPOXI ENGENHARIA LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
0068535-07.2024.8.17.2001,BRN SOLUCOES EM TECNOLOGIA LTDA,11025109000108,doc:c5f0c6b6 score=5,1.0,BRN SOLUCOES EM TECNOLOGIA LTDA - EM RECUPERACAO JUDICIAL,02,ATIVA,EMPRESA DE PEQUENO PORTE,70000,PE,RECIFE,Comércio varejista especializado de equipamentos e suprimentos de informática,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-24,2026-09-04T16:58:31Z,BRN SOLUCOES EM TECNOLOGIA LTDA - EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
0074500-63.2024.8.17.2001,GRUPO IMOBI – LRF Líderes em Recuperação Judicial e Falência,02284048000102,doc:795d57c3 score=2,0.6050420168067226,IMOBI DESENVOLVIMENTO URBANO LTDA - EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,9100000,PE,RECIFE,Incorporação de empreendimentos imobiliários,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-31,2026-09-04T16:58:31Z,GRUPO IMOBI,pdf-read,GRUPO IMOBI,02284048000102,"[""IMOBI DESENVOLVIMENTO URBANO LTDA – CNPJ 02.284.048/0001-02"", ""BELLAVILLE ECO LIFE EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA – CNPJ 19.650.112/0001-16"", ""BN EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA – CNPJ 20.093.396/0001-76"", ""ITAMBÉ EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA – CNPJ 19.626.240/0001-24"", ""PAUDALHO ECO LIFE EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA – CNPJ 19.594.421/0001-16"", ""SANTA CRUZ ECOLIFE EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA – CNPJ 21.237.916/0001-30"", ""IMOBI IMÓVEIS LTDA – CNPJ 40.854.598/0001-09"", ""EMPERCON EMPRESA PERNAMBUCANA DE CONSTRUÇÃO LTDA – CNPJ 01.195.884/0001-40""]","LRF LÍDERES EM RECUPERAÇÃO JUDICIAL, FALÊNCIA E CONSULTORIA LTDA (CNPJ 16.611.762/0001-64), representada por Natália Pimentel Lopes – OAB/PE 30.920",RJ,0.98,"795d57c3 p.1-2: 'EDITAL DE INTIMAÇÃO (ARTIGO 7º, § 2º, Lei 11.101/2005 - LRF) Nº DO PROCESSO: 0074500-63.2024.8.17.2001 ... REQUERENTES: (1) IMOBI DESENVOLVIMENTO URBANO LTDA (CNPJ: 02.284.048/0001-02); (2) BELLAVILLE ... (8) EMPERCON ..., TODAS EM RECUPERAÇÃO JUDICIAL (“RECUPERANDAS”) – 2ª LISTA DE CREDORES ... nos autos do pedido de RECUPERAÇÃO JUDICIAL do GRUPO IMOBI'",2026-09-04T16:58:30Z
0075105-48.2020.8.17.2001,"e sua posterior aprovação, mesmo em caso de discordância",69891661000150,doc:27ebe35b score=2,0.46601941747572817,DUARTE CONSTRUCOES S.A. EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-07-27,2026-09-04T16:58:31Z,DUARTE CONSTRUCOES S.A. EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
0076699-97.2020.8.17.2001,DUARTE CONSTRUCOES S.A. – LRF Líderes em Recuperação Judicial e Falência,,,,,,,,,,,,,C,"6y since filing, no plan document",UNKNOWN,,2020,,2026-09-04T16:58:31Z,DUARTE CONSTRUCOES S.A.,hint,,,,,,,,
0077403-37.2025.8.17.2001,E FALENCIA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-07-17,2026-09-04T16:58:31Z,GRUPO LUMETRON,pdf-read,GRUPO LUMETRON,,"[""ALTEC INDUSTRIAL LTDA - EPP"", ""HVS ENGENHARIA ENERGIA LTDA - EPP"", ""LUMETECH ILUMINACAO E ENERGIA EIRELI"", ""LUMETRON ENERGIA E ILUMINACAO EIRELI"", ""LUMETRON INDUSTRIAL ENERGIA EIRELI""]",DILIGENCE ADMINISTRAÇÃO EM RECUPERAÇÃO JUDICIAL E FALÊNCIA (Marcelo Paes Barreto de Almeida / Paulo Roberto de Souza Junior),RJ,0.97,"206dfa70 p.3: ""EDITAL DE INTIMAÇÃO DA 2ª LISTA DE CREDORES DO GRUPO LUMETRON – ALTEC INDUSTRIAL LTDA - EPP, HVS ENGENHARIA ENERGIA LTDA, LUMETECH ILUMINACAO E ENERGIA EIRELI, LUMETRON ENERGIA E ILUMINACAO EIRELI E LUMETRON INDUSTRIAL ENERGIA EIRELI ... § 2º do art. 7º ... processo nº 0077403-37.2025.8.17.2001""",2026-09-04T16:58:30Z
0078610-63.1989.8.19.0001,,,,,,,,,,,,,,C,"37y since filing, no plan document",UNKNOWN,,1989,,2026-09-04T16:58:31Z,Perácio Exportadora Café S.A.,hint,,,,,,,,
0085817-92.2023.8.17.2001,BORGES E FIGUEIREDO SERVIÇOS DE ENGENHARIA LTDA,17370590000147,doc:19975b16 score=5,0.766355140186916,BORGES SERVICOS DE ENGENHARIA LTDA - EM RECUPERACAO JUDICIAL,02,ATIVA,EMPRESA DE PEQUENO PORTE,30000,PE,RECIFE,Serviços de engenharia,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-07-07,2026-09-04T16:58:31Z,BORGES SERVICOS DE ENGENHARIA LTDA - EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
0089327-55.2019.8.17.2001,GRUPO NACIONAL – Diligence Administração em Recuperação Judicial e Falência,,,,,,,,,,,,,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,GRUPO NACIONAL,hint,,,,,,,,
0103400-72.2024.8.16.0000,GROSSA,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,GROSSA,hint,,,,,,,,
0103934-53.2016.8.21.0001,5063950-35.2020.8.21.0001 | CB2D,,,,,,,,,,,,,C,"10y since filing, no plan document",UNKNOWN,,2016,,2026-09-04T16:58:31Z,,,,,,,,,,
0108923-15.2025.8.17.2001,E FALENCIA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-07-29,2026-09-04T16:58:31Z,ASA RENT A CAR LOCACAO DE VEICULOS LTDA,hint,,,,,,,,
0133628-14.2024.8.17.2001,CEAM - Recupera Soluções Empresariais,32525567000178,doc:dcca871a score=2,0.4482758620689655,CEAM NUCLEO ESPECIALIZADO EM APOIO MULTIDISCIPLINAR LTDA - EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-28,2026-09-04T16:58:31Z,GRUPO CEAM,pdf-read,GRUPO CEAM,32525567000178,"[""CEAM – NÚCLEO ESPECIALIZADO EM APOIO MULTIDISCIPLINAR LTDA – ME (CNPJ 32.525.567/0001-78)"", ""CEAM – CENTRO ESPECIALIZADO EM APOIO MULTIDISCIPLINAR LTDA – ME (CNPJ 19.488.484/0001-98)"", ""SOCIEDADE DE EDUCAÇÃO E TECNOLOGIA CEAM LTDA (a.k.a. SOCIEDADE DE EDUCACAO E TECNOLOGIA VIEIRA LTDA) (CNPJ 19.775.838/0001-85)""]","RECUPERA SOLUÇÕES EMPRESARIAIS LTDA (CNPJ 55.057.808/0001-05), representada por Fernando Victor Bezerra de Mendonça, OAB/PE 39.719",RJ,0.97,"e9d023c6 p.3: 'EDITAL DE INTIMAÇÃO - 2ª LISTA DE CREDORES (ARTIGO 7º, §2º, LEI 11.101/2005 – LRF) ... relação de credores elaborada pelo Administrador Judicial ... nos autos do pedido de RECUPERAÇÃO JUDICIAL do GRUPO CEAM'; dcca871a p.2: 'AUTORA/ RECUPERANDA: CEAM NUCLEO ESPECIALIZADO EM APOIO MULTIDISCIPLINAR LTDA - CNPJ: 32.525.567/0001-78. CEAM - CENTRO ... - CNPJ: 19.488.484/0001-98. SOCIEDADE",2026-09-04T16:58:30Z
0137354-93.2024.8.17.2001,PCG – ENGENHARIA E PCG - TECNOLOGIA (GRUPO PROCENGE) - Vivante Gestão e Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-31,2026-09-04T16:58:31Z,ALTERNATIVO DO GRUPO PROCENGE 14.05.2026 Recuperação Judicia,hint,,,,,,,,
0139448-14.2022.8.19.0001,Desenvolvimento Engenharia – 0029506-77.2004.8.19.0001 – INOVA,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2022,,2026-09-04T16:58:31Z,Desenvolvimento Engenharia,hint,,,,,,,,
0141112-22.2018.8.19.0001,Companhia Federal de Fundição – Processo nº 0141112-22.2018.8.19.0001 – e-mail: admjudcff@inova-aj.com.br – INOVA,,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,Companhia Federal de Fundição,hint,,,,,,,,
0154367-27.2017.8.21.0001,5119022-07.2020.8.21.0001 | CB2D,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,,,,,,,,,,
0154809-22.2012.8.26.0100,Becap Comércio de Autopeças Ltda,66617747000100,doc:a5f16ed5 score=5,0.8,BECAP COMERCIO DE AUTO PECAS LTDA,02,ATIVA,DEMAIS,250000,SP,SAO PAULO,Comércio por atacado de peças e acessórios novos para veículos automotores,minhareceita,C,"14y since filing, no plan document",UNKNOWN,,2012,,2026-09-04T16:58:31Z,BECAP COMERCIO DE AUTO PECAS LTDA,rfb,,,,,,,,
0160454-48.2022.8.17.2001,GRUPO ALFA – Diligence Administração em Recuperação Judicial e Falência,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-07-29,2026-09-04T16:58:31Z,GRUPO ALFA,hint,,,,,,,,
0194044-84.2018.8.19.0001,SOCIEDADE SINOPEC PETROLEUM DO BRASIL LTDA,,,,,,,,,,,,,C,"8y since filing, no plan document",UNKNOWN,,2018,,2026-09-04T16:58:31Z,SOCIEDADE SINOPEC PETROLEUM DO BRASIL LTDA,hint,,,,,,,,
0212099-02.2025.8.06.0001,ARENA COMBUSTÍVEIS LTDA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-06-28,2026-09-04T16:58:31Z,ARENA COMBUSTÍVEIS LTDA,hint,,,,,,,,
0214287-36.2023.8.06.0001,Assunto Concurso de Credores Requerente Pminas Brasil Construção Civil e Serviços Ltda,,,,,,,,,,,,,C,case closed/archived,CONFIRMED,CLOSED,2023,2026-07-22,2026-09-04T16:58:31Z,Assunto Concurso de Credores Requerente Pminas Brasil Construção Civil e Serviços Ltda,hint,,,,,,,,
0215119-83.1998.8.19.0001,VE Metal Comércio e Indústria de Aço e Metais Ltda. – 0215119-83.1998.8.19.0001 – INOVA,,,,,,,,,,,,,C,"28y since filing, no plan document",UNKNOWN,,1998,,2026-09-04T16:58:31Z,VE Metal Comércio e Indústria de Aço e Metais Ltda.,hint,,,,,,,,
0255180-67.2007.8.26.0100,BRA TRANSPORTES AÉREOS S/A,,,,,,,,,,,,,C,"19y since filing, no plan document",UNKNOWN,,2007,,2026-09-04T16:58:31Z,BRA TRANSPORTES AÉREOS S/A,hint,,,,,,,,
0260100-52.2024.8.06.0001,,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-30,2026-09-04T16:58:31Z,,,,,,,,,,
0270804-61.2023.8.06.0001,- RITA FARIAS MARTINS & CIA,,,,,,,,,,,,,A,plan/homologation document found,CONFIRMED,ACTIVE,2023,2026-08-11,2026-09-04T16:58:31Z,RITA FARIAS MARTINS & CIA,hint,,,,,,,,
0276159-86.2022.8.06.0001,PÃ¡gina inicial,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-07-28,2026-09-04T16:58:31Z,Assunto Concurso de Credores Requerente e Massa,hint,,,,,,,,
0287128-76.2017.8.19.0001,Salutar Saúde Seguradora S/A – Processo nº 0872732-98.2024.8.19.0001 – e-mail: admjudsalutar@inova-aj.com.br – INOVA,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,Salutar Saúde Seguradora S/A,hint,,,,,,,,
0289751-84.2015.8.19.0001,SOCIEDADES BSM ENGENHARIA S/A,,,,,,,,,,,,,C,"11y since filing, no plan document",UNKNOWN,,2015,,2026-09-04T16:58:31Z,SOCIEDADES BSM ENGENHARIA S/A,hint,,,,,,,,
